9.999999776482582092e-03,-7.570233196020126343e-03,-4.616290926933288574e-01,1.242753583937883377e-02,-5.887902379035949707e-01,-3.686581179499626160e-02,-1.783690750598907471e-01,2.312043458223342896e-01,-2.057383826468139887e-04,-1.371076505165547132e-04,-1.872854772955179214e-03,-1.890988834202289581e-02,1.746591762639582157e-03,-2.961081918329000473e-05,4.365699831396341324e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
1.999999955296516418e-02,-7.616583257913589478e-03,-4.617301821708679199e-01,1.063421741127967834e-02,-6.123078465461730957e-01,-3.627380356192588806e-02,-1.733957976102828979e-01,2.335004359483718872e-01,-4.545208357740193605e-04,-7.273300434462726116e-05,-7.214684505015611649e-03,-4.354777932167053223e-02,9.188952390104532242e-04,1.963347382843494415e-02,7.728200405836105347e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
2.999999932944774628e-02,-7.774845231324434280e-03,-4.619252085685729980e-01,7.417172193527221680e-03,-6.479703187942504883e-01,-3.601910173892974854e-02,-1.599131375551223755e-01,2.363823950290679932e-01,-9.996747830882668495e-04,-2.551028446760028601e-04,-9.876395575702190399e-03,-5.327084660530090332e-02,7.269434863701462746e-04,2.613999322056770325e-02,9.384100325405597687e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
3.999999910593032837e-02,-8.079069666564464569e-03,-4.621351063251495361e-01,3.434683894738554955e-03,-6.853080987930297852e-01,-3.575065732002258301e-02,-1.448176354169845581e-01,2.392976135015487671e-01,-5.774308228865265846e-04,3.920584858860820532e-04,-1.111421175301074982e-02,-5.046022683382034302e-02,1.045155804604291916e-03,2.367790229618549347e-02,8.186142891645431519e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
5.000000074505805969e-02,-8.210762403905391693e-03,-4.625383019447326660e-01,-9.411906939931213856e-04,-7.179916501045227051e-01,-3.542695939540863037e-02,-1.334081739187240601e-01,2.421059012413024902e-01,-1.088388380594551563e-04,-5.941677372902631760e-04,-1.274676714092493057e-02,-4.455145075917243958e-02,1.596527523361146450e-03,1.836387068033218384e-02,7.811205461621284485e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
5.999999865889549255e-02,-8.332246914505958557e-03,-4.631814956665039062e-01,-5.416213534772396088e-03,-7.473857998847961426e-01,-3.497401624917984009e-02,-1.247126385569572449e-01,2.445570677518844604e-01,-4.057554469909518957e-04,-1.058564288541674614e-03,-1.116688922047615051e-02,-4.084268584847450256e-02,2.896150341257452965e-03,1.204877626150846481e-02,6.826729048043489456e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
7.000000029802322388e-02,-8.446901105344295502e-03,-4.637664854526519775e-01,-9.239611215889453888e-03,-7.753759026527404785e-01,-3.379572927951812744e-02,-1.169911026954650879e-01,2.470348328351974487e-01,-6.098988233134150505e-04,-9.363749413751065731e-04,-8.961967192590236664e-03,-3.866774588823318481e-02,3.560844575986266136e-03,1.386452373117208481e-02,7.301024626940488815e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
7.999999821186065674e-02,-8.616200648248195648e-03,-4.640684723854064941e-01,-1.231940183788537979e-02,-8.013442158699035645e-01,-3.253128752112388611e-02,-1.102367863059043884e-01,2.496761530637741089e-01,-4.917185287922620773e-04,-5.273813148960471153e-04,-8.210791274905204773e-03,-3.825449943542480469e-02,2.822409383952617645e-03,1.328071299940347672e-02,8.479936979711055756e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
9.000000357627868652e-02,-8.791843429207801819e-03,-4.642705917358398438e-01,-1.512231864035129547e-02,-8.274556994438171387e-01,-3.110800124704837799e-02,-1.030152291059494019e-01,2.524126768112182617e-01,-7.464583031833171844e-04,-4.677421820815652609e-04,-7.409824524074792862e-03,-3.605793416500091553e-02,3.188062692061066628e-03,1.175567973405122757e-02,8.267072960734367371e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
1.000000014901161194e-01,-8.914873003959655762e-03,-4.646122753620147705e-01,-1.781782135367393494e-02,-8.529552817344665527e-01,-2.942936308681964874e-02,-9.620045125484466553e-02,2.550176680088043213e-01,-2.419776283204555511e-04,-5.520940176211297512e-04,-6.821667309850454330e-03,-3.499990701675415039e-02,4.822809249162673950e-03,1.077902130782604218e-02,6.077691912651062012e-03,1.000000014901161194e-01,-1.000000014901161194e-01,1.999999955296516418e-02
